Date,Item,Min
2026-06-21,Unknowable Power: Fragments,"132,750"
2026-06-21,Unstable Enhancement Rune,"7,700,000"
2026-06-21,Vehement Enchant Scroll,"499,999"
2026-06-21,Veiled Enchant Scroll,"18,000,000"
2026-06-21,Victorious Enchant Scroll,"6,000,000"
2026-06-21,Warlord's Enchant Scroll,"100,000"
2026-06-21,Wave Enchant Scroll,"40,000,000"
2026-06-21,Well-Balanced Enchant Scroll,"2,222,222"
2026-06-21,Wish Enchant Scroll,"1,300,000"
2026-06-21,Withered Enchant Scroll,"23,333,333"
2026-06-21,The Watcher's Werewolf Paw,"53,000,000"
2026-06-21,The Watcher's Glowing Mysterious Cat Statue,"90,000,000"
2026-06-21,The Watcher's Glowing Succubus Fang,"115,000,000"
2026-06-21,The Watcher's Mysterious Cat Statue,"25,000,000"
2026-06-21,The Watcher's Rusty Mysterious Cat Statue,"3,800,000"
2026-06-21,The Watcher's Rusty Succubus Fang,"3,222,000"
2026-06-21,The Watcher's Rusty War Goddess Statue,"5,500,000"
2026-06-21,The Watcher's Rusty Werewolf Paw,"19,888,888"
2026-06-21,The Watcher's Glowing War Goddess Statue,"98,999,000"
2026-06-21,The Watcher's Glowing Werewolf Paw,"155,555,555"
2026-06-21,The Watcher's Succubus Fang,"15,000,000"
2026-06-21,The Watcher's War Goddess Statue,"21,849,999"
2026-06-22,Abomination's Essence: Grand Targe,"500,000"
2026-06-22,Abomination's Essence: Large Shield,"500,000"
2026-06-22,Abomination's Essence: Leg Armor,"800,000"
2026-06-22,Abomination's Essence: Shield,"2,999,800"
2026-06-22,Abyssal Shard Grade 1,"99,000"
2026-06-22,Abyssal Shard Grade 2,"350,000"
2026-06-22,Abyssal Shard Grade 3,"1,368,862"
2026-06-22,Advance Enchant Scroll,"1,300,000"
2026-06-22,Advent Enchant Scroll,"20,999,999"
2026-06-22,Adversarial Enchant Scroll,"9,600,000"
2026-06-22,Amplified Enchant Scroll,"22,898,500"
2026-06-22,Ancient Enchant Scroll,"800,000"
2026-06-22,Ancient Erg Crystal,"10,000"
2026-06-22,Ancient Spirit Magic Powder,"49,999"
2026-06-22,Ardor Enchant Scroll,"250,000"
2026-06-22,Ardri's Essence: Chest Armor,"1,689,999"
2026-06-22,Ardri's Essence: Feet Armor,"1,600,000"
2026-06-22,Ardri's Essence: Hand Armor,"1,800,000"
2026-06-22,Ardri's Essence: Head Armor,"1,500,000"
2026-06-22,Ardri's Essence: Leg Armor,"3,999,999"
2026-06-22,Ardri's Essence: Weapon,"1,449,832"
2026-06-22,Artisan's Refined Flask,"950,000"
2026-06-22,Artisan's Sturdy Flask,"12,422"
2026-06-22,Astera's Essence: Chest Armor,"500,000"
2026-06-22,Astera's Essence: Feet Armor,"2,999,800"
2026-06-22,Astera's Essence: Head Armor,"800,000"
2026-06-22,Astera's Essence: Weapon,"1,200,000"
2026-06-22,Barrier Enchant Scroll,"100,000"
2026-06-22,Berserker Enchant Scroll,"2,000,000"
2026-06-22,Blessed Magic Elixir,"32,999"
2026-06-22,Blessed Magic Powder,940
2026-06-22,Blue Kitty Brooch,"1,700,000"
2026-06-22,Blue Kitty Necklace,"870,000"
2026-06-22,Bountiful Enchant Scroll,"34,294,461"
2026-06-22,Braha's Essence: Chest Armor,"100,000"
2026-06-22,Braha's Essence: Grand Targe,"100,000"
2026-06-22,Braha's Essence: Large Shield,"2,000,000"
2026-06-22,Braha's Essence: Weapon,"5,000,000"
2026-06-22,Bres's Moonlight Essence,"3,800,000"
2026-06-22,Bres's Shadow Essence,"6,500,000"
2026-06-22,Brilliant Kitty Necklace,"20,000,000"
2026-06-22,Brutal Enchant Scroll,"500,000"
2026-06-22,Charging Enchant Scroll,"1,797,500"
2026-06-22,Chaser's Enchant Scroll,"1,222,222"
2026-06-22,Clash Enchant Scroll,"3,300,000"
2026-06-22,Cloth,"4,000"
2026-06-22,Complete Bracelet Diamond,"9,700,000"
2026-06-22,Complete Bracelet Emerald,"7,999,999"
2026-06-22,Complete Bracelet Ruby,"7,800,000"
2026-06-22,Complete Bracelet Sapphire,"7,003,500"
2026-06-22,Concentrated Enchant Scroll,"1,000,000"
2026-06-22,Consume Enchant Scroll,"1,999,999"
2026-06-22,Cool Enchant Scroll,"400,000"
2026-06-22,Copper Bracelet,"26,000"
2026-06-22,Copper Ore,"3,500"
2026-06-22,Crescent Moon Island Power Crystal,"3,000"
2026-06-22,Cyclical Enchant Scroll,"21,000,000"
2026-06-22,Damascus Steel,"10,000"
2026-06-22,Dash Enchant Scroll,"500,000"
2026-06-22,Deadly Enchant Scroll,500
2026-06-22,Destructive Enchant Scroll,"2,500,000"
2026-06-22,Dignified Enchant Scroll,"10,000,000"
2026-06-22,Dullahan's Essence: Chest Armor,"1,000,000"
2026-06-22,Dullahan's Essence: Feet Armor,"1,333,800"
2026-06-22,Dullahan's Essence: Grand Targe,"1,333,800"
2026-06-22,Dullahan's Essence: Hand Armor,"400,000"
2026-06-22,Dullahan's Essence: Head Armor,"2,999,800"
2026-06-22,Dullahan's Essence: Large Shield,"1,333,800"
2026-06-22,Dullahan's Essence: Leg Armor,"150,000"
2026-06-22,Dullahan's Essence: Shield,"1,233,800"
2026-06-22,Dullahan's Essence: Weapon,"1,555,800"
2026-06-22,Echoing Enchant Scroll,"20,000"
2026-06-22,Element Shard,"3,936"
2026-06-22,Element Stone,"1,818"
2026-06-22,Element Stone Catalyst,"10,999"
2026-06-22,Elemental Accessory Shard,"4,999"
2026-06-22,Elemental Armor Shard,"2,356"
2026-06-22,Elemental Weapon Shard,"2,500"
2026-06-22,Emmett's Essence,"7,500,000"
2026-06-22,Empowered Stone,"1,000"
2026-06-22,Emptiness Erg Crystal,"7,750"
2026-06-22,Enchant Scroll Scrap: Advance,"3,600,000"
2026-06-22,Enchant Scroll Scrap: Advent,"12,999,990"
2026-06-22,Enchant Scroll Scrap: Adversarial,"16,000,000"
2026-06-22,Enchant Scroll Scrap: Amplified,"14,444,444"
2026-06-22,Enchant Scroll Scrap: Ancient,"10,000,000"
2026-06-22,Enchant Scroll Scrap: Bountiful,"21,007,100"
2026-06-22,Enchant Scroll Scrap: Brutal,"1,000,000"
2026-06-22,Enchant Scroll Scrap: Chaser's,"2,000,000"
2026-06-22,Enchant Scroll Scrap: Clash,"4,000,000"
2026-06-22,Enchant Scroll Scrap: Concentrated,"1,390,000"
2026-06-22,Enchant Scroll Scrap: Concerted,"800,000"
2026-06-22,Enchant Scroll Scrap: Consume,"7,500,000"
2026-06-22,Enchant Scroll Scrap: Conviction,"5,555,555"
2026-06-22,Enchant Scroll Scrap: Cool,"4,000,000"
2026-06-22,Enchant Scroll Scrap: Cyclical,"45,555,555"
2026-06-22,Enchant Scroll Scrap: Destructive,"4,000,000"
2026-06-22,Enchant Scroll Scrap: Dignified,"500,000"
2026-06-22,Enchant Scroll Scrap: Enmity,"2,666,100"
2026-06-22,Enchant Scroll Scrap: Escalating,"19,999,999"
2026-06-22,Enchant Scroll Scrap: Eternal,"10,000,000"
2026-06-22,Enchant Scroll Scrap: Executing,"40,000,000"
2026-06-22,Enchant Scroll Scrap: Fading,"1,000,000"
2026-06-22,Enchant Scroll Scrap: Fate,"140,000,000"
2026-06-22,Enchant Scroll Scrap: Fighting Spirit,"15,999,500"
2026-06-22,Enchant Scroll Scrap: Hollow,"30,000,000"
2026-06-22,Enchant Scroll Scrap: Impaling,"2,000,000"
2026-06-22,Enchant Scroll Scrap: Indomitable,"15,800,000"
2026-06-22,Enchant Scroll Scrap: Instant,"14,000,000"
2026-06-22,Enchant Scroll Scrap: Irate,"6,000,000"
2026-06-22,Enchant Scroll Scrap: Lament,"4,999,999"
2026-06-22,Enchant Scroll Scrap: Madness,"4,000,000"
2026-06-22,Enchant Scroll Scrap: Mystic,"39,999,996"
2026-06-22,Enchant Scroll Scrap: Outburst,"850,000"
2026-06-22,Enchant Scroll Scrap: Petrify,"1,000,000"
2026-06-22,Enchant Scroll Scrap: Praise,"16,649,999"
2026-06-22,Enchant Scroll Scrap: Prophetic,"4,999,999"
2026-06-22,Enchant Scroll Scrap: Raging,"3,000,000"
2026-06-22,Enchant Scroll Scrap: Reflection,"17,000,000"
2026-06-22,Enchant Scroll Scrap: Sealed,"5,555,555"
2026-06-22,Enchant Scroll Scrap: Shrewd,"4,000,000"
2026-06-22,Enchant Scroll Scrap: Solitude,"9,999,900"
2026-06-22,Enchant Scroll Scrap: Sorrowful,"1,890,000"
2026-06-22,Enchant Scroll Scrap: Space Time,"1,000,000"
2026-06-22,Enchant Scroll Scrap: Stern,"13,900,000"
2026-06-22,Enchant Scroll Scrap: Stylish,"18,000,000"
2026-06-22,Enchant Scroll Scrap: Subdued,"5,555,555"
2026-06-22,Enchant Scroll Scrap: Tempestuous,"7,500,000"
2026-06-22,Enchant Scroll Scrap: Tragic,"28,979,795"
2026-06-22,Enchant Scroll Scrap: Transcendent,"7,000,000"
2026-06-22,Enchant Scroll Scrap: Trial,"14,333,333"
2026-06-22,Enchant Scroll Scrap: Twisted,"4,000,000"
2026-06-22,Enchant Scroll Scrap: Vehement,"999,000"
2026-06-22,Enchant Scroll Scrap: Veiled,"10,000,000"
2026-06-22,Enchant Scroll Scrap: Victorious,"5,888,888"
2026-06-22,Enchant Scroll Scrap: Wave,"27,999,999"
2026-06-22,Enchant Scroll Scrap: Weeping,"5,555,555"
2026-06-22,Enchant Scroll Scrap: Withered,"18,187,996"
2026-06-22,Enhanced New Era Cloth,"37,600"
2026-06-22,Enhanced New Era Leather,"28,000"
2026-06-22,Enhanced New Era Orb,"21,833"
2026-06-22,Enhanced New Era Ore,"41,900"
2026-06-22,Enmity Enchant Scroll,"4,999,999"
2026-06-22,Enok's Essence,"3,999,800"
2026-06-22,Enthusiastic Enchant Scroll,"750,000"
2026-06-22,Eriu Advancement Stone: Head Armor,"66,666,666"
2026-06-22,Eriu Advancement Stone: Leg Armor,"66,666,666"
2026-06-22,Eriu Advancement Stone: Weapon,"34,999,999"
2026-06-22,Eriu Book,"66,666,666"
2026-06-22,Eriu Fragment: Auxiliary Equipment,"7,500,000"
2026-06-22,Eriu Fragment: Chest Armor,"2,594,222"
2026-06-22,Eriu Fragment: Leg Armor,"2,899,999"
2026-06-22,Eriu Fragment: Roots of Abundance,"9,500,000"
2026-06-22,Eriu Fragment: Starlight Belt,"9,400,000"
2026-06-22,Eriu Fragment: Weapon,"4,790,000"
2026-06-22,Eternal Enchant Scroll,"16,199,999"
2026-06-22,Eternal Legacy,"100,000"
2026-06-22,Eternity Erg Crystal,"7,900"
2026-06-22,Executing Enchant Scroll,"98,000,000"
2026-06-22,Expeditionary Enchant Scroll,"100,000"
2026-06-22,Exquisite Cloth,"2,750"
2026-06-22,Exquisite HP Potion,"18,888"
2026-06-22,Exquisite Iron Ore,149
2026-06-22,Fading Enchant Scroll,"10,000,000"
2026-06-22,Fallen One's Rhod Compass,"65,000,000"
2026-06-22,Fallen One's Rusty Rhod Compass,"24,000,000"
2026-06-22,Fallen One's Shiny Rhod Compass,"156,999,999"
2026-06-22,Fast Enchant Scroll,"2,000,000"
2026-06-22,Fate Enchant Scroll,"400,000,000"
2026-06-22,Fighting Belt,"18,558,225"
2026-06-22,Fighting Spirit Enchant Scroll,"22,500,000"
2026-06-22,Fine Bracelet Diamond,"109,599"
2026-06-22,Fine Bracelet Emerald,"53,575"
2026-06-22,Fine Bracelet Ruby,"69,999"
2026-06-22,Fine Bracelet Sapphire,"20,802"
2026-06-22,Fine Cloth,"3,792"
2026-06-22,Fine Fobellow Tin,"2,250"
2026-06-22,Fine HP Potion,"1,200"
2026-06-22,Fine Iron Ore,"20,000"
2026-06-22,Fire Spirit Remnant,"34,990"
2026-06-22,Flask of Niflheim,"1,250,386"
2026-06-22,Force Enchant Scroll,"10,000"
2026-06-22,Forgotten Enchant Scroll,"6,666,666"
2026-06-22,Frenzy Enchant Scroll,"25,000,000"
2026-06-22,Godly Cloth,"12,000"
2026-06-22,Godly Iron Ore,860
2026-06-22,Goibhniu's Enhancement Stone,"1,900,000"
2026-06-22,Goibhniu's Stone+,"3,500,000"
2026-06-22,Gold Bracelet,"20,000,000"
2026-06-22,Gray Twilight Brooch,"17,200,000"
2026-06-22,Greater Bronze Lion Statue,"750,000"
2026-06-22,Greater Mysterious Cat Statue,"5,900,000"
2026-06-22,Greater Succubus Fang,"400,000"
2026-06-22,Healthy Enchant Scroll,"2,222,222"
2026-06-22,Heavenly Leather,"19,751"
2026-06-22,Hoarfrost Hollow Erg Crystal,"10,419"
2026-06-22,Hollow Enchant Scroll,"88,888,888"
2026-06-22,Ice Spirit Remnant,777
2026-06-22,Immoral Enchant Scroll,"50,000"
2026-06-22,Impaling Enchant Scroll,"480,000"
2026-06-22,Indomitable Enchant Scroll,"20,000,000"
2026-06-22,Inherited Power: Fragments,"6,750"
2026-06-22,Instant Enchant Scroll,"28,999,999"
2026-06-22,Intermediate Element Stone,"300,000"
2026-06-22,Irate Enchant Scroll,"6,000,000"
2026-06-22,Iron Ore,"12,420"
2026-06-22,Jardin Steel,"2,101"
2026-06-22,Jarnir's Essence,"9,800,000"
2026-06-22,Judgment Enchant Scroll,"999,500"
2026-06-22,Keen Eriu Crystal,"1,013,778"
2026-06-22,Keen Legacy Shard,"299,998"
2026-06-22,Keen Legendary Chunk,"250,000"
2026-06-22,Keen Legendary Ore,"1,800,000"
2026-06-22,Keen Succession Ore,"967,285"
2026-06-22,Keen Uaithne Crystal,"2,002,082"
2026-06-22,Kitty Brooch,"777,199"
2026-06-22,Kitty Necklace,"490,000"
2026-06-22,Kobold Enchant Scroll,500
2026-06-22,Lament Enchant Scroll,"900,000"
2026-06-22,Life Erg Crystal,"7,000"
2026-06-22,Life Spirit Remnant,"15,039"
2026-06-22,Light Erg Crystal,"15,137"
2026-06-22,Lightweight Eriu Crystal,"535,965"
2026-06-22,Lightweight Legacy Shard,"1,000,000"
2026-06-22,Lightweight Legendary Chunk,"1,333,800"
2026-06-22,Lightweight Legendary Ore,"300,000"
2026-06-22,Lightweight Legendary Shard,"5,000,000"
2026-06-22,Lightweight Succession Ore,"1,000,000"
2026-06-22,Lightweight Succession Shard,"444,800"
2026-06-22,Lightweight Uaithne Crystal,"2,050,000"
2026-06-22,Lord's Glowing Obsidian Bracelet,"600,000,000"
2026-06-22,Lord's Obsidian Bracelet,"390,000,000"
2026-06-22,Lucian's Essence,"1,599,000"
2026-06-22,Lugh Lamhfada's Essence: Leg Armor,"400,000"
2026-06-22,Madness Enchant Scroll,"5,000,000"
2026-06-22,Magic Elixir,"34,800"
2026-06-22,Magic Elixir of Life,"15,500"
2026-06-22,Magic Powder,"15,400"
2026-06-22,Magic Stone,800
2026-06-22,Mana Reformer,"5,000"
2026-06-22,Meaningful Enchant Scroll,"8,888,888"
2026-06-22,Meditating Enchant Scroll,"500,000"
2026-06-22,Milletian's Essence: Feet Armor,"2,999,800"
2026-06-22,Milletian's Essence: Leg Armor,"2,000,000"
2026-06-22,Misty Summit Source,"25,070"
2026-06-22,Moonlight Sapphire Brooch,"1,500,000"
2026-06-22,Morgant's Essence,"1,200,000"
2026-06-22,Mysterious Shard Grade 1,"81,100"
2026-06-22,Mysterious Shard Grade 2,"245,793"
2026-06-22,Mysterious Shard Grade 3,"1,200,000"
2026-06-22,Mystic Enchant Scroll,"65,000,000"
2026-06-22,New Era Cloth,"27,000"
2026-06-22,New Era Leather,"34,000"
2026-06-22,New Era Orb,"3,400"
2026-06-22,New Era Ore,"6,458"
2026-06-22,New Era Remnant,49
2026-06-22,New Era Stone,"5,860"
2026-06-22,Obsidian Kitty Necklace,"117,555,500"
2026-06-22,Orb,"8,900"
2026-06-22,Orna's Essence,"1,089,664"
2026-06-22,Orna's Essence: Chest Armor,"1,800,000"
2026-06-22,Orna's Essence: Feet Armor,"1,779,599"
2026-06-22,Orna's Essence: Hand Armor,"1,864,914"
2026-06-22,Orna's Essence: Head Armor,"1,659,999"
2026-06-22,Orna's Essence: Leg Armor,"1,800,000"
2026-06-22,Orna's Essence: Weapon,"3,700,000"
2026-06-22,Paradise Orb,"2,810"
2026-06-22,Passion Enchant Scroll,"2,000,000"
2026-06-22,Perfect Legendary Chunk,"350,000"
2026-06-22,Perfect Succession Ore,"3,250,000"
2026-06-22,Perfect Uaithne Crystal,"2,689,999"
2026-06-22,Petrify Enchant Scroll,"4,000,000"
2026-06-22,Prairie Erg Crystal,"96,969"
2026-06-22,Praise Enchant Scroll,"99,282,499"
2026-06-22,Prophetic Enchant Scroll,"7,000,000"
2026-06-22,Rage Erg Crystal,"18,000"
2026-06-22,Raging Enchant Scroll,"1,300,000"
2026-06-22,Red Kitty Necklace,"3,000,000"
2026-06-22,Reflection Enchant Scroll,"40,000,000"
2026-06-22,Regina's Feather: Large Shield,"2,000,000"
2026-06-22,Regina's Feather: Shield,"1,980,000"
2026-06-22,Reinforced Enchant Scroll,"100,000"
2026-06-22,Revenge Enchant Scroll,"3,396,969"
2026-06-22,Robust Eriu Crystal,"1,580,000"
2026-06-22,Robust Uaithne Crystal,"390,000"
2026-06-22,Roots of Abundance,"81,000,000"
2026-06-22,Ruins Erg Crystal,"7,390"
2026-06-22,Sacred Erg Crystal,"6,666"
2026-06-22,Sanctuary Earrings,"45,228,888"
2026-06-22,Sealed Enchant Scroll,"555,500"
2026-06-22,Sealed Power: Fragments,"38,500"
2026-06-22,Semias' Essence,"4,000,000"
2026-06-22,Sentinel Enchant Scroll,"5,000"
2026-06-22,Seraphic Feathers Brooch,"14,999,999"
2026-06-22,Ship Graveyard Power Crystal,"3,000"
2026-06-22,Shrewd Enchant Scroll,"5,786,712"
2026-06-22,Shrouded Moonlight,"15,558,225"
2026-06-22,Significant Enchant Scroll,"250,000"
2026-06-22,Silence Erg Crystal,"17,200"
2026-06-22,Silver Bracelet,"300,000"
2026-06-22,Silver Ore,969
2026-06-22,Smooth Eriu Crystal,"1,735,741"
2026-06-22,Smooth Legacy Shard,"600,000"
2026-06-22,Smooth Legendary Chunk,"444,800"
2026-06-22,Smooth Legendary Ore,"444,800"
2026-06-22,Smooth Legendary Shard,"92,500"
2026-06-22,Smooth Succession Ore,"300,000"
2026-06-22,Smooth Succession Shard,"250,000"
2026-06-22,Smooth Uaithne Crystal,"300,000"
2026-06-22,Solid Eriu Crystal,"599,999"
2026-06-22,Solid Legacy Shard,"680,000"
2026-06-22,Solid Legendary Chunk,"444,800"
2026-06-22,Solid Legendary Ore,"400,000"
2026-06-22,Solid Legendary Shard,"800,000"
2026-06-22,Solid Succession Ore,"900,000"
2026-06-22,Solid Succession Shard,"444,800"
2026-06-22,Solid Uaithne Crystal,"652,031"
2026-06-22,Solitude Enchant Scroll,"8,969,696"
2026-06-22,Sorrowful Enchant Scroll,"1,538,964"
2026-06-22,Space Time Enchant Scroll,"99,999"
2026-06-22,Special Dungeon: Enchant Pouch,"10,600,000"
2026-06-22,Spinos' Essence,"5,000,000"
2026-06-22,Spirit Magic Powder,"12,499"
2026-06-22,Spirit Remnant,"1,790"
2026-06-22,Spirit Research Volume,700
2026-06-22,Spirit Water,"1,399"
2026-06-22,Spirited Enchant Scroll,"20,000,000"
2026-06-22,Stable Eriu Crystal,"1,900,000"
2026-06-22,Stable Legacy Shard,"250,000"
2026-06-22,Stable Legendary Chunk,"800,000"
2026-06-22,Stable Legendary Shard,"1,000,000"
2026-06-22,Stable Succession Ore,"3,100,000"
2026-06-22,Stable Uaithne Crystal,"2,399,999"
2026-06-22,Starlight Belt,"89,000,000"
2026-06-22,Stern Enchant Scroll,"9,000,000"
2026-06-22,Strong Enchant Scroll,500
2026-06-22,Stylish Enchant Scroll,"18,500,000"
2026-06-22,Subdued Enchant Scroll,"20,000"
2026-06-22,Superior Bracelet Diamond,"6,666,666"
2026-06-22,Superior Bracelet Emerald,"3,400,000"
2026-06-22,Superior Bracelet Ruby,"3,000,000"
2026-06-22,Superior Bracelet Sapphire,"3,999,999"
2026-06-22,Superior Cloth,"7,250"
2026-06-22,Superior Element Stone,"719,423"
2026-06-22,Superior Enhancement Elixir,"142,000"
2026-06-22,Superior HP Potion,"10,000"
2026-06-22,Superior Iron Ore,"10,900"
2026-06-22,Superior Leather,"100,000"
2026-06-22,Tarian Steel,"3,300,229"
2026-06-22,Tempestuous Enchant Scroll,"8,785,302"
2026-06-22,Terminus Sentinel Essence: Chest Armor,"1,000,000"
2026-06-22,Terminus Sentinel Essence: Grand Targe,"2,000,000"
2026-06-22,Terminus Sentinel Essence: Large Shield,"2,000,000"
2026-06-22,Terminus Sentinel Essence: Shield,"800,000"
2026-06-22,Terra Spirit Remnant,"2,825"
2026-06-22,The Book of Orna,"24,999,999"
2026-06-22,The Cursed Belt,"45,000,000"
2026-06-22,The Watcher's Glowing Mysterious Cat Statue,"90,000,000"
2026-06-22,The Watcher's Glowing Succubus Fang,"115,000,000"
2026-06-22,The Watcher's Mysterious Cat Statue,"22,000,000"
2026-06-22,The Watcher's Rusty Mysterious Cat Statue,"4,400,000"
2026-06-22,The Watcher's Rusty Succubus Fang,"3,300,000"
2026-06-22,The Watcher's Rusty War Goddess Statue,"6,450,000"
2026-06-22,The Watcher's Rusty Werewolf Paw,"13,000,000"
2026-06-22,The Watcher's Glowing War Goddess Statue,"98,999,000"
2026-06-22,The Watcher's Glowing Werewolf Paw,"155,555,555"
2026-06-22,The Watcher's Succubus Fang,"20,000,000"
2026-06-22,The Watcher's War Goddess Statue,"23,000,000"
2026-06-22,The Watcher's Werewolf Paw,"45,000,000"
2026-06-22,Token of Quiet,"65,000,005"
2026-06-22,Token of Silence,"66,666,666"
2026-06-22,Tragic Enchant Scroll,"40,000,000"
2026-06-22,Transcendent Enchant Scroll,"14,977,777"
2026-06-22,Trial Enchant Scroll,"76,000,000"
2026-06-22,Truth Enchant Scroll,"100,000"
2026-06-22,Tutelary Enchant Scroll,500
2026-06-22,Twilight Desert Source,"7,000"
2026-06-22,Twilight Erg Crystal,"6,700"
2026-06-22,Twisted Enchant Scroll,"9,999,999"
2026-06-22,Uaithne Advancement Stone: Chest Armor,"55,555,555"
2026-06-22,Uaithne Advancement Stone: Feet Armor,"55,555,555"
2026-06-22,Uaithne Advancement Stone: Hand Armor,"55,555,555"
2026-06-22,Uaithne Advancement Stone: Head Armor,"55,555,555"
2026-06-22,Uaithne Advancement Stone: Leg Armor,"55,555,555"
2026-06-22,Uaithne Advancement Stone: Weapon,"88,888,888"
2026-06-22,Uaithne Crystal,"16,400,000"
2026-06-22,Uaithne Fragment: Auxiliary Equipment,"180,000"
2026-06-22,Uaithne Fragment: Chest Armor,"2,700,000"
2026-06-22,Uaithne Fragment: Feet Armor,"2,400,000"
2026-06-22,Uaithne Fragment: Hand Armor,"3,300,000"
2026-06-22,Uaithne Fragment: Head Armor,"3,049,999"
2026-06-22,Uaithne Fragment: Leg Armor,"2,279,999"
2026-06-22,Uaithne Fragment: The Cursed Belt,"10,750,000"
2026-06-22,Uaithne Fragment: The Sun's Wish,"9,999,996"
2026-06-22,Uaithne Fragment: Token of Quiet,"8,200,000"
2026-06-22,Uaithne Fragment: Token of Silence,"8,890,000"
2026-06-22,Uaithne Fragment: Weapon,"2,499,999"
2026-06-22,Uaithne Remnant,783
2026-06-22,Unknowable Power: Fragments,"127,499"
2026-06-22,Unrelenting Uaithne Crystal,"399,999"
2026-06-22,Unstable Enhancement Rune,"7,800,000"
2026-06-22,Uscias' Essence,"2,277,777"
2026-06-22,Usurper's Rhod Compass,"8,000,000"
2026-06-22,Usurper's Rusty Rhod Compass,"3,000,000"
2026-06-22,Usurper's Shiny Rhod Compass,"7,500,000"
2026-06-22,Vehement Enchant Scroll,"275,000"
2026-06-22,Veiled Enchant Scroll,"20,000,000"
2026-06-22,Victorious Enchant Scroll,"20,000,000"
2026-06-22,Water Erg Crystal,"5,555"
2026-06-22,Wave Enchant Scroll,"30,000,000"
2026-06-22,White Kitty Brooch,"902,100"
2026-06-22,White Kitty Necklace,"800,000"
2026-06-22,Wish Enchant Scroll,"7,767,000"
2026-06-22,Withered Enchant Scroll,"28,500,000"
2026-06-23,Abomination's Essence: Grand Targe,"500,000"
2026-06-23,Abomination's Essence: Large Shield,"500,000"
2026-06-23,Abomination's Essence: Leg Armor,"800,000"
2026-06-23,Abomination's Essence: Shield,"2,999,800"
2026-06-23,Abyssal Shard Grade 1,"100,000"
2026-06-23,Abyssal Shard Grade 2,"298,000"
2026-06-23,Abyssal Shard Grade 3,"1,200,000"
2026-06-23,Advance Enchant Scroll,"500,000"
2026-06-23,Advent Enchant Scroll,"16,000,000"
2026-06-23,Adversarial Enchant Scroll,"13,800,000"
2026-06-23,Airtight Exquisite Enchant Rune,"95,000,000"
2026-06-23,Airtight Extraction Rune 1x,"50,000,000"
2026-06-23,Amplified Enchant Scroll,"24,000,000"
2026-06-23,Ancient Elemental Accessory Shard,"7,000"
2026-06-23,Ancient Elemental Armor Shard,"6,900"
2026-06-23,Ancient Elemental Weapon Shard,"6,900"
2026-06-23,Ancient Enchant Scroll,"2,999,999"
2026-06-23,Ancient Spirit Magic Powder,"45,000"
2026-06-23,Ardor Enchant Scroll,"250,000"
2026-06-23,Ardri's Essence,"5,000,000"
2026-06-23,Ardri's Essence: Chest Armor,"1,689,999"
